Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
5000.0,2017-01-11,Debt consolidation,575.0,17.14%,782xx,TX,< 1 year,0.0
2500.0,2010-05-19,other,643.0,2.17%,760xx,TX,< 1 year,0.0
11000.0,2018-11-12,Debt consolidation,,36.86%,207xx,MD,< 1 year,0.0
20000.0,2017-01-29,debt_consolidation,,4.23%,471xx,IN,< 1 year,0.0
8000.0,2015-03-11,small_business,,14.59%,456xx,OH,< 1 year,0.0
12000.0,2017-10-07,debt_consolidation,,43.28%,758xx,TX,< 1 year,0.0
2500.0,2018-12-08,Debt consolidation,,0.18%,582xx,ND,5 years,0.0
15000.0,2012-04-17,credit_card,639.0,10.43%,330xx,FL,< 1 year,0.0
35000.0,2015-08-25,Credit card refinancing,,29.74%,073xx,NJ,1 year,0.0
10000.0,2018-07-05,Credit card refinancing,,18.48%,685xx,NE,< 1 year,0.0
10000.0,2017-07-11,debt_consolidation,,36.16%,331xx,FL,5 years,0.0
10000.0,2017-12-22,Credit card refinancing,669.0,69.33%,993xx,WA,< 1 year,0.0
2900.0,2014-11-23,debt_consolidation,632.0,22.86%,648xx,MO,< 1 year,0.0
16000.0,2018-07-25,Home buying,,17.47%,140xx,NY,< 1 year,0.0
15500.0,2018-09-30,Other,,8.58%,290xx,SC,< 1 year,0.0
11000.0,2017-07-23,Debt consolidation,730.0,50.92%,104xx,NY,< 1 year,0.0
35000.0,2015-09-22,home_improvement,,-1%,550xx,MN,< 1 year,0.0
10000.0,2017-06-05,debt_consolidation,,36.31%,442xx,OH,< 1 year,0.0
15000.0,2016-07-08,debt_consolidation,,32.1%,451xx,OH,< 1 year,0.0
37900.0,2018-03-15,Debt consolidation,,21.04%,600xx,IL,< 1 year,0.0
28000.0,2015-10-04,debt_consolidation,,26.12%,115xx,NY,< 1 year,0.0
2500.0,2018-03-06,Other,,18.71%,342xx,FL,< 1 year,0.0
5000.0,2017-11-28,Other,466.0,0%,222xx,VA,< 1 year,0.0
15000.0,2015-12-08,Debt consolidation,710.0,4.26%,494xx,MI,3 years,0.0
20000.0,2017-03-26,major_purchase,,21.04%,571xx,SD,5 years,0.0
5000.0,2017-05-24,other,,56.44%,786xx,TX,< 1 year,0.0
10000.0,2018-12-19,Debt consolidation,,46.87%,381xx,TN,< 1 year,0.0
19000.0,2018-01-09,Other,744.0,0.31%,191xx,PA,< 1 year,0.0
15000.0,2013-09-30,debt_consolidation,642.0,19.85%,141xx,NY,< 1 year,0.0
5000.0,2018-07-16,Credit card refinancing,,12.27%,288xx,NC,< 1 year,0.0
30000.0,2016-07-17,debt_consolidation,,65.79%,769xx,TX,5 years,0.0
4000.0,2018-01-22,Debt consolidation,,22.84%,945xx,CA,< 1 year,0.0
1000.0,2018-09-10,Debt consolidation,,6.5%,073xx,NJ,< 1 year,0.0
5000.0,2018-08-03,Moving and relocation,,0.43%,907xx,CA,< 1 year,0.0
20000.0,2018-04-20,Debt consolidation,611.0,248.58%,065xx,CT,< 1 year,0.0
8000.0,2013-01-20,debt_consolidation,653.0,11.34%,907xx,CA,< 1 year,0.0
40000.0,2017-09-05,Debt consolidation,683.0,18.57%,958xx,CA,< 1 year,0.0
25000.0,2018-08-02,Other,,100%,910xx,CA,< 1 year,0.0
10000.0,2017-12-31,Debt consolidation,612.0,18.07%,197xx,DE,< 1 year,0.0
1000.0,2017-07-30,other,,0%,476xx,IN,,0.0
10000.0,2018-10-15,Credit card refinancing,,59.31%,770xx,TX,< 1 year,0.0
13825.0,2017-11-03,Car financing,636.0,100%,360xx,AL,< 1 year,0.0
2500.0,2017-08-15,vacation,,1.78%,606xx,IL,5 years,0.0
15000.0,2018-04-03,Debt consolidation,,40.09%,770xx,TX,< 1 year,0.0
5000.0,2017-11-06,Debt consolidation,737.0,8.64%,913xx,CA,< 1 year,0.0
1000.0,2014-10-16,debt_consolidation,506.0,22.25%,480xx,MI,< 1 year,0.0
15000.0,2018-04-26,Credit card refinancing,,10.65%,082xx,NJ,< 1 year,0.0
6000.0,2018-11-25,Debt consolidation,,439.34%,750xx,TX,< 1 year,0.0
10000.0,2016-07-22,small_business,565.0,0%,331xx,FL,< 1 year,0.0
10000.0,2009-06-16,school's education,563.0,5%,616xx,IL,< 1 year,0.0
30000.0,2015-06-26,debt_consolidation,,18.33%,221xx,VA,< 1 year,0.0
30000.0,2018-04-09,Debt consolidation,,42.95%,900xx,CA,< 1 year,0.0
11300.0,2018-10-11,Car financing,,100%,193xx,PA,,0.0
10000.0,2014-08-29,debt_consolidation,693.0,21.73%,339xx,FL,< 1 year,0.0
6000.0,2013-12-29,debt_consolidation,597.0,6.35%,961xx,CA,< 1 year,0.0
28000.0,2018-09-07,Credit card refinancing,,100%,300xx,GA,< 1 year,0.0
15000.0,2018-01-26,Debt consolidation,,17.16%,752xx,TX,< 1 year,0.0
5000.0,2017-06-13,debt_consolidation,,20.77%,380xx,TN,< 1 year,0.0
6000.0,2018-05-01,Vacation,,2.33%,273xx,NC,,0.0
10000.0,2017-03-06,credit_card,,61.88%,810xx,CO,< 1 year,0.0
1200.0,2015-06-18,debt_consolidation,,10.19%,181xx,PA,< 1 year,0.0
7000.0,2018-08-29,Debt consolidation,,34.67%,072xx,NJ,< 1 year,0.0
1500.0,2011-03-06,other,522.0,0.42%,117xx,NY,2 years,0.0
3000.0,2017-08-30,Debt consolidation,568.0,20.75%,227xx,VA,< 1 year,0.0
2000.0,2013-09-14,other,582.0,17.39%,890xx,NV,< 1 year,0.0
7500.0,2018-06-29,Credit card refinancing,,34.47%,773xx,TX,< 1 year,0.0
4000.0,2018-11-25,Home improvement,,15.77%,571xx,SD,< 1 year,0.0
1500.0,2017-11-03,Vacation,629.0,22.29%,328xx,FL,< 1 year,0.0
5000.0,2016-09-12,small_business,,0.94%,073xx,NJ,,0.0
40000.0,2018-08-07,Debt consolidation,,26.8%,331xx,FL,< 1 year,0.0
10000.0,2018-06-01,Debt consolidation,,9.7%,482xx,MI,< 1 year,0.0
9000.0,2016-01-16,debt_consolidation,594.0,59.46%,323xx,FL,< 1 year,0.0
6500.0,2017-11-02,Other,683.0,5.79%,341xx,FL,< 1 year,0.0
20000.0,2017-10-06,Debt consolidation,667.0,39.4%,806xx,CO,< 1 year,0.0
10000.0,2018-11-01,Debt consolidation,,39.23%,365xx,AL,< 1 year,0.0
3000.0,2018-02-11,Other,604.0,19.2%,648xx,MO,< 1 year,0.0
180000.0,2016-03-08,Business Loan,,-1%,913xx,CA,< 1 year,0.0
30000.0,2018-11-21,Debt consolidation,,100%,921xx,CA,< 1 year,0.0
3000.0,2017-10-15,Other,652.0,2.75%,315xx,GA,< 1 year,0.0
4000.0,2018-01-06,Other,628.0,10.9%,038xx,NH,< 1 year,0.0
2000.0,2017-05-17,car,,13.27%,936xx,CA,5 years,0.0
35000.0,2015-02-06,debt_consolidation,777.0,45.66%,760xx,TX,< 1 year,0.0
1000.0,2018-06-06,Debt consolidation,,11.77%,606xx,IL,2 years,0.0
1000.0,2018-12-27,Debt consolidation,,46.07%,483xx,MI,1 year,0.0
20000.0,2017-01-16,Debt consolidation,744.0,54.29%,331xx,FL,< 1 year,0.0
10000.0,2018-10-08,Debt consolidation,,2.61%,080xx,NJ,< 1 year,0.0
7500.0,2016-10-05,debt_consolidation,,38.5%,970xx,OR,,0.0
17000.0,2016-12-01,car,,11.99%,278xx,NC,5 years,0.0
9000.0,2016-04-23,debt_consolidation,,30.03%,871xx,NM,< 1 year,0.0
35000.0,2015-12-04,debt_consolidation,,18.38%,788xx,TX,< 1 year,0.0
10000.0,2018-10-03,Other,,21.8%,925xx,CA,< 1 year,0.0
1500.0,2016-05-17,other,,3.38%,773xx,TX,< 1 year,0.0
16000.0,2014-02-10,debt_consolidation,717.0,39.54%,359xx,AL,< 1 year,0.0
5000.0,2018-02-25,Other,,3.05%,117xx,NY,< 1 year,0.0
1000.0,2016-12-19,Other,570.0,44.13%,756xx,TX,< 1 year,0.0
2500.0,2017-09-13,Medical expenses,608.0,18.1%,300xx,GA,< 1 year,0.0
25000.0,2016-04-07,house,,1.92%,945xx,CA,5 years,0.0
25000.0,2010-10-05,debt_consolidation,,-1%,067xx,CT,2 years,0.0
3000.0,2013-05-18,debt_consolidation,651.0,11.95%,905xx,CA,10+ years,0.0
8000.0,2015-08-04,debt_consolidation,,39.68%,775xx,TX,< 1 year,0.0
21750.0,2018-03-12,Car financing,,100%,441xx,OH,,0.0
20000.0,2018-09-13,Major purchase,,12.27%,978xx,OR,< 1 year,0.0
25000.0,2017-08-20,Major purchase,,0%,922xx,CA,< 1 year,0.0
1000.0,2014-07-12,moving,,-1%,750xx,TX,< 1 year,0.0
10000.0,2018-12-11,Other,,22.29%,951xx,CA,< 1 year,0.0
30000.0,2017-05-04,Debt consolidation,576.0,20.28%,113xx,NY,< 1 year,0.0
10000.0,2016-04-07,debt_consolidation,,24.76%,530xx,WI,< 1 year,0.0
17500.0,2015-11-06,credit_card,,40.9%,423xx,KY,< 1 year,0.0
10000.0,2017-07-16,debt_consolidation,,2.22%,321xx,FL,< 1 year,0.0
5000.0,2017-11-28,Debt consolidation,571.0,25.24%,891xx,NV,< 1 year,0.0
3000.0,2018-08-11,Other,,39.37%,788xx,TX,< 1 year,0.0
10000.0,2017-11-16,Other,641.0,2.09%,190xx,PA,< 1 year,0.0
10000.0,2016-12-29,debt_consolidation,,15.3%,223xx,VA,< 1 year,0.0
3000.0,2018-01-12,Home improvement,631.0,25.06%,760xx,TX,< 1 year,0.0
2500.0,2015-10-23,medical,,2.11%,921xx,CA,< 1 year,0.0
1000.0,2016-10-15,renewable_energy,,13.43%,432xx,OH,5 years,0.0
27500.0,2018-03-13,Other,,41.39%,782xx,TX,< 1 year,0.0
100000.0,2018-01-02,Business Loan,,-1%,112xx,NY,< 1 year,0.0
23175.0,2017-12-01,Car financing,635.0,100%,928xx,CA,< 1 year,0.0
1000.0,2016-06-29,medical,,15.83%,285xx,NC,5 years,0.0
2000.0,2018-12-20,Other,,2.32%,553xx,MN,< 1 year,0.0
34000.0,2017-12-03,Debt consolidation,671.0,25.12%,444xx,OH,< 1 year,0.0
15000.0,2014-12-08,credit_card,590.0,19.48%,101xx,MA,< 1 year,0.0
2000.0,2016-08-29,debt_consolidation,,26.29%,350xx,AL,< 1 year,0.0
6000.0,2011-11-27,home_improvement,0.0,0%,906xx,CA,< 1 year,0.0
20000.0,2017-06-06,Other,588.0,53.47%,978xx,OR,< 1 year,0.0
10000.0,2018-07-09,Debt consolidation,,16.17%,325xx,FL,< 1 year,0.0
15000.0,2017-10-27,Medical expenses,798.0,0%,112xx,NY,< 1 year,0.0
5000.0,2015-12-27,debt_consolidation,,45.69%,212xx,MD,5 years,0.0
2000.0,2018-08-16,Other,,9.69%,787xx,TX,< 1 year,0.0
6500.0,2018-05-31,Credit card refinancing,,234.59%,012xx,MA,< 1 year,0.0
10000.0,2018-08-08,Credit card refinancing,,33.43%,064xx,CT,< 1 year,0.0
6000.0,2017-11-24,Debt consolidation,658.0,7.76%,553xx,MN,< 1 year,0.0
30000.0,2017-07-25,debt_consolidation,,22.88%,453xx,OH,5 years,0.0
10000.0,2016-03-07,Credit card refinancing,,12.77%,787xx,TX,5 years,0.0
3375.0,2015-03-22,major_purchase,,3.02%,133xx,NY,< 1 year,0.0
5000.0,2014-08-25,vacation,654.0,15.74%,926xx,CA,< 1 year,0.0
6000.0,2016-12-16,Home improvement,,100%,114xx,NY,< 1 year,0.0
35000.0,2017-09-17,debt_consolidation,,25.55%,606xx,IL,< 1 year,0.0
4000.0,2017-07-27,medical,,-1%,625xx,IL,< 1 year,0.0
10000.0,2018-08-02,Debt consolidation,,12.71%,020xx,MA,< 1 year,0.0
25500.0,2018-03-27,Car financing,,11.37%,719xx,AR,< 1 year,0.0
7000.0,2010-11-17,debt_consolidation,601.0,15.84%,957xx,CA,< 1 year,0.0
28000.0,2016-04-19,small_business,,100%,761xx,TX,< 1 year,0.0
13000.0,2016-10-26,Debt consolidation,701.0,32.53%,770xx,TX,9 years,0.0
2000.0,2017-07-10,medical,,10.87%,351xx,AL,< 1 year,0.0
20000.0,2017-06-28,Other,600.0,23.52%,403xx,KY,10+ years,0.0
1000.0,2018-10-18,Credit card refinancing,,0.95%,201xx,VA,< 1 year,0.0
35000.0,2015-10-13,debt_consolidation,,43.76%,088xx,NJ,< 1 year,0.0
5000.0,2017-02-27,car,,43.7%,967xx,HI,5 years,0.0
5000.0,2016-12-12,Credit card refinancing,560.0,651.13%,724xx,AR,< 1 year,0.0
10000.0,2015-10-27,credit_card,,7.72%,112xx,NY,< 1 year,0.0
1500.0,2017-10-12,Vacation,629.0,27.21%,852xx,AZ,< 1 year,0.0
8000.0,2016-08-15,home_improvement,,13.75%,853xx,AZ,5 years,0.0
10000.0,2018-07-04,Debt consolidation,,100%,021xx,MA,< 1 year,0.0
10000.0,2015-09-01,debt_consolidation,,18.89%,318xx,GA,< 1 year,0.0
2000.0,2014-09-22,other,591.0,11.04%,729xx,AR,< 1 year,0.0
10000.0,2017-04-24,Debt consolidation,604.0,23.03%,237xx,VA,< 1 year,0.0
1000.0,2018-12-13,Other,,8.05%,182xx,PA,< 1 year,0.0
1000.0,2016-10-15,other,,1.94%,432xx,OH,< 1 year,0.0
5000.0,2018-12-15,Credit card refinancing,,100%,456xx,TX,< 1 year,0.0
10000.0,2018-03-13,Credit card refinancing,,2.31%,932xx,CA,< 1 year,0.0
5000.0,2017-04-01,major_purchase,,54.24%,973xx,OR,< 1 year,0.0
1000.0,2016-08-22,other,,-1%,236xx,VA,< 1 year,0.0
5000.0,2018-09-07,Credit card refinancing,,47.66%,940xx,CA,< 1 year,0.0
30000.0,2015-10-15,debt_consolidation,,13.44%,773xx,TX,< 1 year,0.0
35000.0,2017-04-27,other,,41.04%,720xx,AR,5 years,0.0
1000.0,2017-09-28,renewable_energy,,0.81%,021xx,MA,5 years,0.0
7500.0,2018-01-30,Other,,184.81%,363xx,AL,< 1 year,0.0
10000.0,2018-02-09,Debt consolidation,,14.1%,770xx,TX,< 1 year,0.0
20000.0,2018-06-18,Credit card refinancing,,47.7%,894xx,NV,< 1 year,0.0
10000.0,2018-07-23,Credit card refinancing,,10.4%,483xx,MI,< 1 year,0.0
15000.0,2018-06-14,Debt consolidation,,35.83%,300xx,GA,< 1 year,0.0
3000.0,2015-01-23,debt_consolidation,738.0,4.39%,021xx,MA,< 1 year,0.0
1000.0,2016-12-12,medical,,1.11%,042xx,ME,5 years,0.0
1000.0,2017-12-28,Debt consolidation,653.0,0%,122xx,NY,< 1 year,0.0
2000.0,2016-04-14,other,,11.47%,467xx,IN,5 years,0.0
7000.0,2014-10-07,medical,553.0,46.62%,809xx,AR,< 1 year,0.0
2500.0,2017-10-01,other,,20.12%,384xx,TN,1 year,0.0
2000.0,2017-11-27,Debt consolidation,601.0,32.13%,188xx,PA,< 1 year,0.0
8000.0,2017-12-21,Debt consolidation,612.0,35.18%,197xx,DE,< 1 year,0.0
5000.0,2015-03-28,debt_consolidation,,4.98%,076xx,NJ,< 1 year,0.0
9000.0,2018-02-22,Moving and relocation,,66.46%,891xx,NV,< 1 year,0.0
7000.0,2018-05-15,Moving and relocation,552.0,0%,560xx,MN,< 1 year,0.0
1000.0,2018-09-21,Debt consolidation,,12.76%,080xx,NJ,< 1 year,0.0
10000.0,2018-11-26,Debt consolidation,,43.47%,960xx,CA,< 1 year,0.0
20000.0,2018-03-12,Debt consolidation,,25.14%,458xx,OH,< 1 year,0.0
2000.0,2016-01-25,debt_consolidation,,25.27%,331xx,FL,5 years,0.0
15000.0,2016-05-29,debt_consolidation,,11.79%,956xx,CA,< 1 year,0.0
1000.0,2014-09-12,other,501.0,2.7%,327xx,FL,< 1 year,0.0
15000.0,2018-12-03,Other,,62.24%,335xx,FL,< 1 year,0.0
12000.0,2017-07-20,debt_consolidation,,9999%,131xx,NY,< 1 year,0.0
15000.0,2018-04-25,Debt consolidation,,114.33%,980xx,WA,< 1 year,0.0
5000.0,2018-03-27,Debt consolidation,,100%,809xx,CO,< 1 year,0.0
8000.0,2014-04-29,debt_consolidation,696.0,16.43%,089xx,NJ,< 1 year,0.0
30000.0,2018-03-11,Other,,26.74%,125xx,NY,< 1 year,0.0
1000.0,2017-07-25,other,,5%,922xx,CA,5 years,0.0
4500.0,2017-02-16,Debt consolidation,698.0,16.19%,783xx,TX,< 1 year,0.0
1500.0,2011-02-25,other,668.0,5.66%,077xx,NJ,7 years,0.0
5000.0,2016-01-19,medical,,28.97%,728xx,AR,< 1 year,0.0
5000.0,2018-05-29,Debt consolidation,,24.16%,734xx,OK,< 1 year,0.0
2000.0,2015-10-27,other,,10.52%,117xx,NY,< 1 year,0.0
35000.0,2015-10-08,credit_card,,30.32%,936xx,CA,< 1 year,0.0
3200.0,2014-08-29,other,662.0,17.48%,440xx,OH,< 1 year,0.0
30000.0,2018-10-14,Debt consolidation,,61.58%,972xx,OR,< 1 year,0.0
2000.0,2016-08-15,medical,,1.5%,941xx,CA,,0.0
20000.0,2015-05-31,debt_consolidation,,82.72%,363xx,AL,< 1 year,0.0
15000.0,2018-04-27,Home buying,,25.21%,996xx,AK,10+ years,0.0
25000.0,2017-06-14,Debt consolidation,635.0,29.01%,700xx,LA,< 1 year,0.0
5000.0,2018-05-10,Moving and relocation,,13.4%,344xx,FL,< 1 year,0.0
12000.0,2014-04-08,credit_card,715.0,27.79%,983xx,WA,< 1 year,0.0
2000.0,2016-11-21,Other,512.0,3.66%,333xx,FL,< 1 year,0.0
2500.0,2016-02-12,other,,5.89%,342xx,FL,5 years,0.0
1000.0,2018-03-18,Other,,100%,067xx,CT,< 1 year,0.0
40000.0,2016-11-17,Credit card refinancing,,-1%,208xx,MD,< 1 year,0.0
20000.0,2015-01-12,home_improvement,627.0,10.95%,601xx,IL,< 1 year,0.0
2000.0,2014-07-15,moving,,-1%,432xx,OH,< 1 year,0.0
12000.0,2016-09-08,debt_consolidation,,26.9%,170xx,PA,< 1 year,0.0
5000.0,2016-03-11,home_improvement,623.0,51.31%,149xx,NY,< 1 year,0.0
5000.0,2017-10-30,Home buying,655.0,7.03%,119xx,NY,< 1 year,0.0
2500.0,2018-12-31,Other,,25.49%,210xx,MD,< 1 year,0.0
5000.0,2016-09-13,other,,0%,754xx,TX,< 1 year,0.0
5000.0,2017-08-04,Other,596.0,23.85%,214xx,VA,< 1 year,0.0
24100.0,2018-07-09,Car financing,,100%,752xx,TX,10+ years,0.0
5000.0,2016-11-07,Credit card refinancing,564.0,13.78%,981xx,WA,< 1 year,0.0
20000.0,2017-08-07,Credit card refinancing,646.0,44.67%,087xx,NJ,< 1 year,0.0
1500.0,2018-11-29,Medical expenses,,6.98%,295xx,SC,< 1 year,0.0
8000.0,2017-05-30,debt_consolidation,,17.77%,706xx,LA,< 1 year,0.0
10000.0,2017-04-21,Other,,100%,207xx,MD,< 1 year,0.0
20000.0,2018-01-21,Debt consolidation,,7.83%,109xx,NY,< 1 year,0.0
40000.0,2018-07-23,Debt consolidation,,24.04%,750xx,TX,< 1 year,0.0
21975.0,2016-04-27,debt_consolidation,,-1%,080xx,NJ,< 1 year,0.0
8000.0,2013-10-30,other,630.0,97.85%,905xx,CA,< 1 year,0.0
10000.0,2015-11-08,debt_consolidation,,39.92%,626xx,IL,< 1 year,0.0
7000.0,2018-05-30,Major purchase,,24.71%,960xx,CA,< 1 year,0.0
2000.0,2018-12-05,Moving and relocation,746.0,0%,908xx,CA,< 1 year,0.0
7000.0,2018-09-12,Debt consolidation,,21.34%,799xx,TX,< 1 year,0.0
25000.0,2014-07-24,debt_consolidation,674.0,14.4%,296xx,SC,< 1 year,0.0
15000.0,2015-01-22,house,649.0,1.92%,441xx,OH,< 1 year,0.0
7000.0,2016-10-22,debt_consolidation,,-1%,787xx,TX,< 1 year,0.0
25000.0,2017-10-11,debt_consolidation,,39.51%,381xx,TN,< 1 year,0.0
35000.0,2016-09-14,debt_consolidation,,21.6%,605xx,IL,< 1 year,0.0
2000.0,2016-10-29,other,,21.15%,391xx,MS,< 1 year,0.0
4950.0,2013-03-22,major_purchase,661.0,2.73%,750xx,TX,< 1 year,0.0
1500.0,2017-04-02,medical,,2%,432xx,OH,5 years,0.0
10000.0,2018-12-03,Debt consolidation,,15.27%,391xx,MS,,0.0
1000.0,2016-09-20,other,,16.29%,760xx,TX,< 1 year,0.0
3000.0,2018-11-06,Home improvement,,100%,800xx,CO,< 1 year,0.0
1000.0,2018-09-26,Other,,0%,162xx,PA,< 1 year,0.0
1000.0,2018-12-03,Other,,12.45%,700xx,LA,< 1 year,0.0
4000.0,2017-04-25,Debt consolidation,599.0,14.39%,146xx,NY,< 1 year,0.0
9500.0,2017-11-22,Debt consolidation,617.0,31.97%,089xx,NJ,< 1 year,0.0
12000.0,2018-05-21,Debt consolidation,,9.99%,760xx,TX,< 1 year,0.0
26000.0,2017-09-29,Debt consolidation,693.0,55.51%,113xx,NY,< 1 year,0.0
2500.0,2017-02-21,Debt consolidation,501.0,34.4%,992xx,WA,< 1 year,0.0
20000.0,2016-10-18,debt_consolidation,,160.08%,882xx,NM,< 1 year,0.0
9000.0,2018-01-25,Debt consolidation,,67.15%,804xx,CO,< 1 year,0.0
95000.0,2014-11-25,Business Loan,,-1%,953xx,CA,< 1 year,0.0
5000.0,2018-08-08,Medical expenses,,6.76%,016xx,MA,< 1 year,0.0
1000.0,2016-06-16,other,,-1%,397xx,MS,5 years,0.0
10000.0,2017-09-13,Other,574.0,35.33%,492xx,MI,< 1 year,0.0
5000.0,2016-10-04,other,,14.75%,112xx,NY,5 years,0.0
10000.0,2016-01-11,small_business,,17.6%,577xx,SD,< 1 year,0.0
30000.0,2018-07-06,Other,,2.99%,126xx,NY,< 1 year,0.0
46400.0,2018-12-27,Car financing,,100%,727xx,AR,6 years,0.0
10000.0,2017-06-30,major_purchase,,2.22%,974xx,OR,< 1 year,0.0
5000.0,2018-01-18,Debt consolidation,656.0,37.4%,775xx,TX,< 1 year,0.0
5000.0,2015-10-30,other,,-1%,770xx,TX,< 1 year,0.0
5000.0,2017-12-21,Debt consolidation,508.0,4.73%,750xx,TX,< 1 year,0.0
10000.0,2018-11-13,Debt consolidation,,41.55%,925xx,CA,< 1 year,0.0
35000.0,2016-01-25,debt_consolidation,620.0,42.19%,077xx,NJ,< 1 year,0.0
19000.0,2016-11-07,debt_consolidation,654.0,42.56%,240xx,VA,< 1 year,0.0
2500.0,2018-10-16,Other,,11.31%,294xx,SC,1 year,0.0
1000.0,2018-08-04,Debt consolidation,,29.46%,300xx,GA,< 1 year,0.0
6000.0,2017-09-30,debt_consolidation,,-1%,282xx,NC,< 1 year,0.0
2000.0,2018-11-02,Other,,7.67%,336xx,FL,< 1 year,0.0
25000.0,2018-10-27,Other,,15.82%,928xx,CA,< 1 year,0.0
15000.0,2017-02-23,debt_consolidation,,22.64%,087xx,NJ,< 1 year,0.0
10000.0,2017-08-30,other,,-1%,808xx,CO,< 1 year,0.0
10000.0,2017-09-03,Debt consolidation,609.0,21.02%,483xx,MI,< 1 year,0.0
3000.0,2018-01-11,Other,564.0,622.2%,903xx,CA,< 1 year,0.0
10000.0,2017-10-25,Debt consolidation,591.0,18.12%,104xx,NY,< 1 year,0.0
1300.0,2018-05-31,Moving and relocation,,0%,336xx,FL,< 1 year,0.0
2000.0,2017-01-08,medical,,-1%,937xx,CA,5 years,0.0
5000.0,2018-09-18,Debt consolidation,,77.52%,299xx,SC,< 1 year,0.0
5000.0,2015-11-08,debt_consolidation,,40.13%,187xx,PA,< 1 year,0.0
100000.0,2017-01-24,Business Loan,,-1%,760xx,TX,< 1 year,0.0
7000.0,2018-05-15,Credit card refinancing,,4.24%,310xx,GA,< 1 year,0.0
30000.0,2015-05-20,debt_consolidation,,91.45%,958xx,CA,< 1 year,0.0
1000.0,2015-06-04,other,,12.47%,341xx,FL,< 1 year,0.0
10000.0,2016-10-19,other,,13.65%,088xx,NJ,5 years,0.0
3000.0,2018-05-01,Other,,100%,291xx,SC,< 1 year,0.0
2000.0,2017-11-15,Other,501.0,1.67%,154xx,PA,< 1 year,0.0
10500.0,2015-01-20,debt_consolidation,650.0,12.68%,941xx,CA,< 1 year,0.0
20000.0,2017-04-27,Debt consolidation,611.0,34.99%,841xx,UT,< 1 year,0.0
5000.0,2017-07-20,Business Loan,,-1%,731xx,OK,< 1 year,0.0
20000.0,2016-09-05,debt_consolidation,,57.52%,191xx,PA,< 1 year,0.0
30000.0,2012-08-25,other,613.0,31.49%,441xx,OH,< 1 year,0.0
40000.0,2017-02-07,Home improvement,653.0,11.22%,237xx,VA,< 1 year,0.0
10000.0,2017-11-10,Debt consolidation,686.0,55%,782xx,TX,< 1 year,0.0
5000.0,2018-05-03,Moving and relocation,,52.22%,545xx,WI,< 1 year,0.0
10000.0,2018-07-10,Debt consolidation,,2.03%,330xx,FL,< 1 year,0.0
35000.0,2017-03-02,debt_consolidation,,22.83%,600xx,IL,5 years,0.0
35000.0,2017-09-30,house,,16.93%,123xx,NY,5 years,0.0
20000.0,2015-05-16,debt_consolidation,,0.24%,077xx,NJ,< 1 year,0.0
1300.0,2017-11-12,Other,728.0,29.67%,215xx,MD,2 years,0.0
20000.0,2016-03-04,small_business,609.0,14.95%,088xx,NJ,< 1 year,0.0
5000.0,2016-10-15,Credit card refinancing,,100%,086xx,NJ,< 1 year,0.0
2000.0,2015-11-07,car,,1.59%,977xx,OR,< 1 year,0.0
5000.0,2017-05-05,credit_card,,33.93%,144xx,NY,< 1 year,0.0
5000.0,2015-06-06,Debt consolidation,,12.53%,870xx,NM,8 years,0.0
16000.0,2018-12-15,Debt consolidation,,31.07%,370xx,TN,< 1 year,0.0
2000.0,2012-10-11,other,624.0,27.76%,923xx,CA,< 1 year,0.0
35000.0,2015-11-17,Home improvement,,13.59%,117xx,NY,10+ years,0.0
20000.0,2016-08-27,debt_consolidation,659.0,26.06%,829xx,WY,< 1 year,0.0
5000.0,2015-03-25,car,,41.34%,285xx,NC,< 1 year,0.0
25000.0,2016-02-05,house,,1.53%,217xx,MD,5 years,0.0
4000.0,2016-08-29,debt_consolidation,,18.39%,146xx,NY,< 1 year,0.0
20000.0,2017-09-24,debt_consolidation,,18.29%,551xx,MN,< 1 year,0.0
1000.0,2014-03-16,moving,537.0,43.32%,925xx,CA,< 1 year,0.0
2200.0,2014-12-05,debt_consolidation,610.0,34.83%,926xx,CA,< 1 year,0.0
10000.0,2017-08-01,other,,13.95%,925xx,CA,5 years,0.0
1000.0,2017-11-09,Other,537.0,9.18%,992xx,WA,< 1 year,0.0
1000.0,2017-02-14,small_business,,1.75%,604xx,IL,5 years,0.0
24500.0,2018-12-26,Home buying,,12.17%,117xx,NY,< 1 year,0.0
10000.0,2017-10-02,other,,11.16%,064xx,CT,5 years,0.0
10000.0,2018-12-08,Debt consolidation,,100%,370xx,TN,1 year,0.0
10000.0,2017-11-27,Debt consolidation,751.0,15.29%,840xx,UT,5 years,0.0
1000.0,2015-05-03,home_improvement,,36.08%,631xx,MO,< 1 year,0.0
2500.0,2018-05-12,Vacation,,1.04%,951xx,CA,,0.0
5000.0,2018-07-04,Debt consolidation,,15.6%,423xx,KY,< 1 year,0.0
10000.0,2017-06-29,debt_consolidation,,14.76%,347xx,FL,5 years,0.0
20000.0,2015-12-15,credit_card,,14.73%,606xx,IL,5 years,0.0
10000.0,2016-01-13,car,,22.28%,710xx,LA,,0.0
5000.0,2016-08-09,car,,36.96%,759xx,TX,< 1 year,0.0
27000.0,2015-06-01,debt_consolidation,,18.3%,922xx,CA,< 1 year,0.0
10000.0,2014-08-30,other,626.0,49.56%,900xx,CA,< 1 year,0.0
