id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
129954434,,12500.0,12500.0,12500.0, 36 months,9.43,400.01,B,B1,customer specialist ,10+ years,RENT,52200.0,Not Verified,Mar-2018,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=129954434,,debt_consolidation,Debt consolidation,112xx,NY,26.09,1.0,Jun-1991,725.0,729.0,1.0,21.0,,12.0,0.0,7361.0,14.4,25.0,w,0.0,0.0,13143.1256885544,13143.13,12500.0,643.13,0.0,0.0,0.0,Oct-2018,10739.79,,Mar-2019,724.0,720.0,0.0,32.0,1.0,Individual,,,,0.0,0.0,17497.0,1.0,2.0,1.0,1.0,12.0,10136.0,25.0,2.0,3.0,5531.0,19.0,51100.0,1.0,0.0,3.0,4.0,1458.0,37894.0,15.4,0.0,0.0,140.0,321.0,2.0,2.0,0.0,12.0,,1.0,21.0,1.0,4.0,6.0,6.0,11.0,5.0,10.0,19.0,6.0,12.0,0.0,0.0,0.0,3.0,92.0,0.0,0.0,0.0,91620.0,17497.0,44800.0,40520.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
5875336,,4000.0,4000.0,4000.0, 36 months,10.64,130.28,B,B2,Health Net,2 years,RENT,34000.0,Not Verified,Jul-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=5875336,,debt_consolidation,Credit Card Paydown,913xx,CA,17.72,0.0,Jan-2001,675.0,679.0,0.0,51.0,118.0,11.0,1.0,3917.0,28.9,24.0,f,0.0,0.0,4104.0954030737,4104.1,4000.0,104.1,0.0,0.0,0.0,Oct-2013,3844.29,,Oct-2013,714.0,710.0,0.0,59.0,1.0,Individual,,,,0.0,0.0,8988.0,,,,,,,,,,,,13549.0,,,,4.0,817.0,3563.0,39.1,0.0,0.0,75.0,151.0,7.0,7.0,0.0,14.0,51.0,14.0,51.0,1.0,4.0,8.0,5.0,13.0,2.0,10.0,20.0,8.0,11.0,0.0,0.0,0.0,1.0,91.0,20.0,1.0,0.0,24279.0,8988.0,5849.0,10730.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
118209005,,16000.0,16000.0,16000.0, 36 months,7.21,495.58,A,A3,Systems Analyst 3,4 years,OWN,118030.0,Not Verified,Sep-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=118209005,,home_improvement,Home improvement,482xx,MI,8.52,0.0,Nov-1998,730.0,734.0,0.0,41.0,104.0,12.0,1.0,8019.0,22.2,14.0,w,8432.22,8432.22,8914.03,8914.03,7567.78,1346.25,0.0,0.0,0.0,Mar-2019,495.58,Apr-2019,Mar-2019,729.0,725.0,0.0,,1.0,Individual,,,,0.0,676.0,43436.0,0.0,5.0,1.0,1.0,9.0,35417.0,77.0,0.0,1.0,2693.0,53.0,36200.0,1.0,1.0,1.0,2.0,4344.0,14249.0,25.8,0.0,0.0,130.0,226.0,19.0,9.0,0.0,57.0,41.0,9.0,41.0,0.0,2.0,3.0,3.0,3.0,6.0,7.0,8.0,3.0,12.0,0.0,0.0,0.0,1.0,92.9,0.0,1.0,0.0,82137.0,43436.0,19200.0,45937.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
10935361,,1000.0,1000.0,1000.0, 36 months,12.99,33.69,B,B5,Service Technician,5 years,OWN,30000.0,Not Verified,Mar-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=10935361,,home_improvement,Home improvement,350xx,AL,13.64,0.0,Mar-1992,690.0,694.0,0.0,,,7.0,0.0,9279.0,65.0,9.0,f,0.0,0.0,1212.8021932642998,1212.8,1000.0,212.8,0.0,0.0,0.0,Mar-2017,33.66,,Mar-2019,719.0,715.0,0.0,,1.0,Individual,,,,0.0,0.0,9279.0,,,,,,,,,,,,14200.0,,,,4.0,1546.0,2725.0,65.0,0.0,0.0,77.0,74.0,9.0,9.0,1.0,9.0,,9.0,,0.0,4.0,6.0,4.0,4.0,1.0,6.0,7.0,6.0,6.0,,0.0,0.0,1.0,100.0,50.0,0.0,0.0,14200.0,9279.0,10900.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
49955246,,13000.0,13000.0,12975.0, 36 months,11.53,428.88,B,B5,manager,10+ years,RENT,37000.0,Not Verified,May-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=49955246,,debt_consolidation,Debt consolidation,087xx,NJ,22.83,0.0,Nov-2003,675.0,679.0,0.0,,,5.0,0.0,12230.0,65.8,37.0,w,0.0,0.0,13733.73,13707.32,13000.0,733.73,0.0,0.0,0.0,Dec-2015,11597.66,,Mar-2019,689.0,685.0,0.0,,1.0,Individual,,,,0.0,0.0,48109.0,,,,,,,,,,,,18600.0,,,,5.0,9622.0,3370.0,78.4,0.0,0.0,138.0,126.0,4.0,4.0,0.0,13.0,,8.0,,0.0,3.0,3.0,3.0,22.0,11.0,4.0,26.0,3.0,5.0,0.0,0.0,0.0,2.0,100.0,66.7,0.0,0.0,58964.0,48109.0,15600.0,40364.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
118218607,,15000.0,15000.0,15000.0, 36 months,5.32,451.73,A,A1,"Executive Director, Career Services",1 year,RENT,130000.0,Source Verified,Sep-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=118218607,,debt_consolidation,Debt consolidation,021xx,MA,6.88,0.0,Sep-1995,755.0,759.0,0.0,,,5.0,0.0,12116.0,52.2,19.0,f,4861.71,4861.71,11047.9,11047.9,10138.29,909.61,0.0,0.0,0.0,Mar-2019,1355.19,Apr-2019,Mar-2019,774.0,770.0,0.0,,1.0,Individual,,,,0.0,0.0,13679.0,0.0,1.0,0.0,0.0,27.0,1563.0,13.0,0.0,2.0,10747.0,39.0,23200.0,0.0,2.0,0.0,2.0,2736.0,8641.0,55.7,0.0,0.0,133.0,264.0,13.0,13.0,2.0,21.0,,16.0,,0.0,2.0,3.0,2.0,7.0,8.0,4.0,9.0,3.0,5.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,35200.0,13679.0,19500.0,12000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
139638065,,20000.0,20000.0,20000.0, 36 months,8.46,630.99,A,A5,server,3 years,RENT,75000.0,Not Verified,Oct-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=139638065,,credit_card,Credit card refinancing,921xx,CA,9.7,0.0,May-2006,715.0,719.0,0.0,,,10.0,0.0,12832.0,36.6,19.0,w,17515.26,17515.26,3145.55,3145.55,2484.74,660.81,0.0,0.0,0.0,Mar-2019,630.99,Apr-2019,Mar-2019,769.0,765.0,0.0,,1.0,Individual,,,,0.0,0.0,17280.0,0.0,1.0,0.0,1.0,23.0,4448.0,46.0,0.0,3.0,4441.0,39.0,35100.0,1.0,0.0,0.0,4.0,1920.0,16268.0,44.1,0.0,0.0,23.0,148.0,14.0,14.0,0.0,14.0,,23.0,,0.0,4.0,4.0,8.0,12.0,1.0,9.0,18.0,4.0,10.0,0.0,0.0,0.0,0.0,100.0,28.6,0.0,0.0,44700.0,17280.0,29100.0,9600.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
69504643,,10000.0,10000.0,10000.0, 36 months,9.8,321.74,B,B3,Billing Back Office Resolution Specialis,5 years,MORTGAGE,30000.0,Source Verified,Jan-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=69504643,,debt_consolidation,Debt consolidation,559xx,MN,30.68,0.0,Aug-2001,670.0,674.0,1.0,51.0,,7.0,0.0,4426.0,23.2,15.0,w,0.0,0.0,10584.39,10584.39,10000.0,584.39,0.0,0.0,0.0,Aug-2016,8664.84,,Oct-2016,694.0,690.0,0.0,51.0,1.0,Individual,,,,0.0,0.0,37718.0,1.0,1.0,0.0,1.0,16.0,33292.0,,1.0,3.0,2870.0,23.0,19100.0,0.0,3.0,1.0,4.0,7544.0,5074.0,46.6,0.0,0.0,161.0,173.0,5.0,5.0,0.0,5.0,51.0,5.0,51.0,2.0,3.0,3.0,4.0,5.0,7.0,6.0,8.0,3.0,6.0,0.0,0.0,0.0,1.0,80.0,33.3,0.0,0.0,59830.0,37718.0,9500.0,40730.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
81343241,,35000.0,35000.0,35000.0, 36 months,7.39,1086.96,A,A4,Patrol Sergeant,10+ years,OWN,110000.0,Source Verified,Jun-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=81343241,,credit_card,Credit card refinancing,606xx,IL,15.08,0.0,Jan-1984,710.0,714.0,0.0,,,16.0,0.0,39306.0,37.5,26.0,w,0.0,0.0,38375.8763260869,38375.88,35000.0,3375.88,0.0,0.0,0.0,Nov-2018,1455.37,,Mar-2019,834.0,830.0,0.0,,1.0,Individual,,,,0.0,0.0,60688.0,2.0,1.0,0.0,1.0,18.0,21382.0,218.0,3.0,4.0,8302.0,53.0,104900.0,1.0,3.0,0.0,5.0,3793.0,54837.0,31.7,0.0,0.0,119.0,388.0,1.0,1.0,0.0,1.0,,13.0,,0.0,5.0,6.0,11.0,17.0,3.0,14.0,21.0,6.0,16.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,114925.0,60688.0,80300.0,9826.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
134020077,,10000.0,10000.0,10000.0, 36 months,5.31,301.11,A,A1,Manager,8 years,MORTGAGE,135000.0,Not Verified,May-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=134020077,,credit_card,Credit card refinancing,231xx,VA,6.95,0.0,Nov-2006,710.0,714.0,1.0,24.0,,11.0,0.0,15139.0,46.2,15.0,f,7379.64,7379.64,3008.15,3008.15,2620.36,387.79,0.0,0.0,0.0,Mar-2019,301.11,Apr-2019,Mar-2019,734.0,730.0,0.0,,1.0,Individual,,,,0.0,0.0,36959.0,3.0,2.0,2.0,3.0,3.0,21820.0,85.0,2.0,2.0,3769.0,63.0,32800.0,4.0,2.0,3.0,5.0,3360.0,15574.0,21.3,0.0,0.0,19.0,138.0,3.0,3.0,0.0,3.0,,3.0,24.0,0.0,4.0,8.0,5.0,6.0,3.0,9.0,12.0,8.0,11.0,0.0,0.0,0.0,4.0,93.3,0.0,0.0,0.0,58505.0,36959.0,19800.0,25705.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
76402016,,6000.0,6000.0,6000.0, 36 months,5.32,180.69,A,A1,Driver,10+ years,MORTGAGE,50000.0,Verified,Apr-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=76402016,,debt_consolidation,Debt consolidation,457xx,OH,1.44,0.0,Jul-2005,780.0,784.0,1.0,,,6.0,0.0,2056.0,5.8,16.0,w,179.84,179.84,6322.38,6322.38,5820.16,502.22,0.0,0.0,0.0,Mar-2019,180.69,Apr-2019,Mar-2019,804.0,800.0,0.0,,1.0,Individual,,,,0.0,75.0,228238.0,1.0,0.0,0.0,0.0,129.0,0.0,,1.0,2.0,1032.0,6.0,35600.0,0.0,0.0,1.0,2.0,38040.0,31244.0,6.2,0.0,0.0,129.0,119.0,4.0,4.0,3.0,22.0,,4.0,,0.0,2.0,2.0,4.0,8.0,1.0,5.0,12.0,2.0,6.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,274100.0,2056.0,33300.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
43285964,,24000.0,24000.0,24000.0, 60 months,12.69,542.28,C,C2,Senior Auditor,6 years,RENT,93500.0,Verified,Mar-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=43285964,,debt_consolidation,Debt consolidation,752xx,TX,30.47,0.0,Aug-1980,735.0,739.0,2.0,,,14.0,0.0,12395.0,33.9,24.0,w,0.0,0.0,25725.38,25725.38,24000.0,1725.38,0.0,0.0,0.0,Oct-2015,22488.62,,Apr-2016,684.0,680.0,0.0,,1.0,Individual,,,,0.0,0.0,72513.0,,,,,,,,,,,,36600.0,,,,3.0,5180.0,22405.0,35.6,0.0,0.0,139.0,87.0,11.0,4.0,0.0,11.0,,4.0,,0.0,3.0,3.0,6.0,10.0,8.0,8.0,15.0,3.0,14.0,0.0,0.0,0.0,2.0,100.0,16.7,0.0,0.0,118802.0,72513.0,34800.0,76448.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
25536778,,15000.0,15000.0,15000.0, 36 months,11.67,495.86,B,B4,Truck Driver,8 years,RENT,78000.0,Not Verified,Aug-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=25536778,,debt_consolidation,Debt consolidation,300xx,GA,3.51,0.0,Nov-2000,685.0,689.0,0.0,35.0,106.0,7.0,1.0,6606.0,56.9,10.0,f,0.0,0.0,17769.724657282,17769.72,15000.0,2769.72,0.0,0.0,0.0,Mar-2017,3389.78,,Mar-2017,514.0,510.0,0.0,,1.0,Individual,,,,0.0,79.0,8545.0,,,,,,,,,,,,11600.0,,,,3.0,1221.0,3260.0,57.1,0.0,0.0,165.0,88.0,9.0,9.0,0.0,20.0,35.0,22.0,35.0,0.0,2.0,4.0,3.0,4.0,4.0,5.0,6.0,4.0,7.0,0.0,0.0,0.0,1.0,90.0,66.7,1.0,0.0,18225.0,8545.0,7600.0,6625.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
107290902,,3000.0,3000.0,3000.0, 36 months,7.49,93.31,A,A4,Office Manager,10+ years,MORTGAGE,75000.0,Not Verified,Apr-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=107290902,,medical,Medical expenses,327xx,FL,16.06,1.0,Mar-1996,685.0,689.0,0.0,16.0,,10.0,0.0,11493.0,41.9,27.0,w,1161.63,1161.63,2136.75,2136.75,1838.37,298.38,0.0,0.0,0.0,Mar-2019,93.31,Apr-2019,Mar-2019,714.0,710.0,0.0,,1.0,Individual,,,,0.0,0.0,158972.0,2.0,2.0,1.0,1.0,4.0,19653.0,66.0,0.0,0.0,4045.0,54.0,27400.0,2.0,1.0,2.0,2.0,15897.0,4361.0,58.1,0.0,0.0,131.0,253.0,32.0,4.0,4.0,32.0,16.0,4.0,16.0,0.0,2.0,6.0,3.0,6.0,9.0,7.0,14.0,6.0,10.0,0.0,0.0,0.0,2.0,96.3,33.3,0.0,0.0,186282.0,31146.0,10400.0,29882.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
144113866,,40000.0,40000.0,40000.0, 60 months,16.14,975.71,C,C4,,< 1 year,MORTGAGE,145000.0,Not Verified,Nov-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=144113866,,other,Other,773xx,TX,18.69,1.0,Jul-2003,665.0,669.0,0.0,7.0,,21.0,0.0,29904.0,31.2,35.0,w,38213.52,38213.52,3866.84,3866.84,1786.48,2080.36,0.0,0.0,0.0,Mar-2019,975.71,Apr-2019,Mar-2019,684.0,680.0,0.0,7.0,1.0,Individual,,,,0.0,0.0,397321.0,1.0,3.0,0.0,0.0,26.0,76256.0,70.0,3.0,8.0,11176.0,45.0,103400.0,1.0,1.0,1.0,8.0,18920.0,52379.0,33.3,1.0,0.0,142.0,165.0,1.0,1.0,6.0,1.0,,6.0,,1.0,6.0,8.0,10.0,11.0,7.0,17.0,21.0,8.0,21.0,0.0,0.0,1.0,3.0,97.0,10.0,0.0,0.0,519719.0,106160.0,74800.0,105499.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
88998386,,16000.0,16000.0,16000.0, 60 months,17.99,406.21,D,D2,Office Manager,10+ years,MORTGAGE,65000.0,Verified,Sep-2016,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=88998386,,debt_consolidation,Debt consolidation,020xx,MA,27.86,0.0,Jul-1987,745.0,749.0,0.0,49.0,,16.0,0.0,85042.0,42.1,31.0,w,0.0,0.0,2363.68,2363.68,166.34,553.83,0.0,1643.51,295.8318,Jan-2017,150.0,,Jun-2017,619.0,615.0,0.0,49.0,1.0,Individual,,,,0.0,0.0,392408.0,5.0,4.0,2.0,2.0,10.0,48013.0,82.0,6.0,9.0,4589.0,61.0,104300.0,0.0,0.0,1.0,11.0,24526.0,11078.0,47.0,0.0,0.0,109.0,350.0,1.0,1.0,1.0,1.0,,12.0,,1.0,4.0,10.0,4.0,10.0,4.0,11.0,26.0,10.0,16.0,0.0,0.0,0.0,8.0,96.7,25.0,0.0,0.0,465946.0,133055.0,20900.0,51496.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
38498054,,25000.0,25000.0,25000.0, 60 months,8.19,509.19,A,A5,President,10+ years,MORTGAGE,176500.0,Verified,Jan-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=38498054,,debt_consolidation,Debt consolidation,442xx,OH,13.5,0.0,Aug-1987,700.0,704.0,1.0,,,21.0,0.0,34318.0,26.2,52.0,f,4906.24,4906.24,25436.75,25436.75,20093.76,5342.99,0.0,0.0,0.0,Mar-2019,509.19,Apr-2019,Mar-2019,759.0,755.0,0.0,,1.0,Individual,,,,0.0,131.0,234200.0,,,,,,,,,,,,131000.0,,,,5.0,11152.0,79692.0,25.7,0.0,0.0,148.0,329.0,1.0,1.0,4.0,1.0,,1.0,,0.0,8.0,11.0,10.0,15.0,17.0,17.0,31.0,11.0,21.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,365036.0,54547.0,107300.0,48953.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
62400086,,25400.0,25400.0,25400.0, 60 months,11.53,559.0,B,B5,Program Manager,7 years,MORTGAGE,97400.0,Not Verified,Oct-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=62400086,,credit_card,Credit card refinancing,322xx,FL,34.11,0.0,Sep-2002,705.0,709.0,0.0,,,12.0,0.0,30098.0,65.4,29.0,w,0.0,0.0,31103.139443031,31103.14,25400.0,5703.14,0.0,0.0,0.0,Mar-2018,15483.68,,Mar-2018,809.0,805.0,0.0,,1.0,Individual,,,,0.0,0.0,264271.0,,,,,,,,,,,,46000.0,,,,2.0,24025.0,4743.0,78.6,0.0,0.0,143.0,157.0,7.0,7.0,1.0,39.0,,5.0,,0.0,2.0,4.0,3.0,6.0,14.0,8.0,14.0,4.0,12.0,0.0,0.0,0.0,1.0,100.0,33.3,0.0,0.0,321929.0,163607.0,22200.0,167650.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
76392756,,12000.0,12000.0,12000.0, 60 months,14.46,282.09,C,C4,Sr Benefits Analyst,< 1 year,MORTGAGE,71300.0,Source Verified,Apr-2016,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=76392756,,credit_card,Credit card refinancing,606xx,IL,5.05,0.0,Dec-2005,665.0,669.0,3.0,,,8.0,0.0,11343.0,53.0,24.0,w,0.0,0.0,4790.56,4790.56,1943.62,1732.37,15.0,1099.57,197.9226,May-2017,283.0,,Nov-2017,549.0,545.0,0.0,,1.0,Individual,,,,0.0,0.0,332024.0,2.0,1.0,0.0,0.0,30.0,159134.0,,2.0,5.0,7238.0,53.0,21400.0,1.0,9.0,6.0,5.0,41503.0,5057.0,69.2,0.0,0.0,124.0,15.0,2.0,2.0,1.0,2.0,,0.0,,0.0,2.0,2.0,4.0,4.0,17.0,5.0,5.0,2.0,8.0,0.0,0.0,0.0,2.0,100.0,50.0,0.0,0.0,331653.0,170477.0,16400.0,132368.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
19786580,,35000.0,35000.0,35000.0, 36 months,8.39,1103.09,A,A5,CRNA,10+ years,MORTGAGE,170000.0,Verified,Jun-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=19786580,,home_improvement,Home improvement,281xx,NC,9.88,0.0,Jun-1999,820.0,824.0,0.0,,,18.0,0.0,43304.0,3.8,36.0,w,0.0,0.0,39710.86124679991,39710.86,35000.0,4710.86,0.0,0.0,0.0,Jun-2017,1102.71,,Mar-2019,724.0,720.0,0.0,,1.0,Individual,,,,0.0,0.0,239686.0,,,,,,,,,,,,116200.0,,,,4.0,13316.0,46323.0,3.7,0.0,0.0,155.0,178.0,10.0,10.0,4.0,10.0,,23.0,,0.0,3.0,7.0,6.0,8.0,14.0,12.0,18.0,7.0,18.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,377004.0,107998.0,48100.0,116904.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
36088654,,10000.0,10000.0,10000.0, 36 months,12.39,334.01,C,C1,Administrative Assistant,3 years,MORTGAGE,36000.0,Not Verified,Nov-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=36088654,,debt_consolidation,Debt consolidation,773xx,TX,24.13,1.0,Apr-2003,660.0,664.0,0.0,15.0,,9.0,0.0,9991.0,63.2,30.0,w,0.0,0.0,11678.91,11678.91,10000.0,1678.91,0.0,0.0,0.0,Sep-2016,4671.58,,May-2018,674.0,670.0,0.0,35.0,1.0,Individual,,,,0.0,2877.0,128506.0,,,,,,,,,,,,15800.0,,,,5.0,14278.0,200.0,88.2,0.0,0.0,118.0,139.0,17.0,3.0,1.0,18.0,56.0,6.0,34.0,4.0,1.0,5.0,1.0,6.0,10.0,5.0,18.0,5.0,9.0,0.0,0.0,0.0,2.0,75.0,100.0,0.0,0.0,143458.0,39839.0,1700.0,33732.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
129069951,,3000.0,3000.0,3000.0, 36 months,7.97,93.97,A,A5,Teacher ,1 year,MORTGAGE,42000.0,Not Verified,Feb-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=129069951,,credit_card,Credit card refinancing,481xx,MI,17.51,0.0,May-1993,765.0,769.0,0.0,,,6.0,0.0,3161.0,25.7,13.0,w,1998.11,1998.11,1220.28,1220.28,1001.89,218.39,0.0,0.0,0.0,Mar-2019,93.97,Apr-2019,Mar-2019,779.0,775.0,0.0,,1.0,Individual,,,,0.0,0.0,187285.0,0.0,4.0,1.0,1.0,11.0,40412.0,98.0,0.0,1.0,3161.0,81.0,12300.0,1.0,0.0,8.0,3.0,31214.0,9139.0,25.7,0.0,0.0,159.0,297.0,15.0,11.0,1.0,15.0,,11.0,,0.0,1.0,1.0,1.0,5.0,7.0,1.0,5.0,1.0,6.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,200945.0,43573.0,12300.0,41461.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
58693203,,8900.0,8900.0,8900.0, 36 months,11.53,293.62,B,B5,Patient Intake,3 years,MORTGAGE,46000.0,Not Verified,Aug-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=58693203,,home_improvement,Home improvement,661xx,KS,8.01,0.0,Dec-2001,680.0,684.0,0.0,,40.0,5.0,1.0,2644.0,71.0,21.0,w,0.0,0.0,10515.6566867061,10515.66,8900.0,1615.66,0.0,0.0,0.0,Mar-2018,712.76,,Mar-2019,659.0,655.0,0.0,37.0,1.0,Individual,,,,0.0,0.0,7271.0,,,,,,,,,,,,3750.0,,,,1.0,1454.0,1250.0,71.0,0.0,0.0,135.0,164.0,30.0,6.0,1.0,30.0,,14.0,,0.0,3.0,3.0,4.0,5.0,7.0,3.0,12.0,3.0,5.0,,0.0,0.0,1.0,76.0,66.7,1.0,0.0,33102.0,7271.0,3750.0,29352.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
130393753,,6250.0,6250.0,6250.0, 36 months,7.96,195.74,A,A5,Unit Supervisor ,7 years,RENT,44000.0,Not Verified,Mar-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=130393753,,debt_consolidation,Debt consolidation,850xx,AZ,25.94,0.0,Aug-2007,730.0,734.0,0.0,,,10.0,0.0,8430.0,31.0,19.0,w,4495.48,4495.48,2162.82,2162.82,1754.52,408.3,0.0,0.0,0.0,Feb-2019,195.74,Apr-2019,Mar-2019,754.0,750.0,0.0,,1.0,Individual,,,,0.0,0.0,37803.0,0.0,3.0,2.0,3.0,9.0,29373.0,88.0,1.0,1.0,4186.0,62.0,27200.0,3.0,4.0,2.0,4.0,3780.0,8510.0,37.9,0.0,0.0,113.0,127.0,9.0,9.0,0.0,9.0,,9.0,,0.0,3.0,6.0,3.0,5.0,9.0,7.0,10.0,6.0,10.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,60718.0,37803.0,13700.0,33518.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
